1~Alwyn the Druid~0~0~Friendly~0~200~0~0~0~0~0~0.3~0,5~0,5;1,5;2,5~0~1~0~0~0~~0
201~Bryson the Hatter~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
202~[Town Crier] Fergal the Noisy~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
203~[Magic Carpet Trader] Rasool the Mystic~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
204~[Charm Trader] Grumpit the Crookback~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
205~Sunbranch the Faerie~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
206~Swampy the Hermit~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
207~Bragen the Druid~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
208~Elsya the Shaper~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
209~[Spell Book Merchant] Evonne the Mage~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
210~Gaston the Chef~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
211~Moyna the Trainer~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
212~Mugworth the Porter~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
213~Amlyn Stormsword~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
214~Captain Burdock~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
215~Throg Bonesmasher~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
216~Catreena Thistlethorn~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
217~Brother Furric~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
218~Arlan the Ranger~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
219~Nemon the Traveller~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
220~Morwenna the White Knight~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
221~Anika the Witch~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
222~Whysten the Witch~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
223~Bryarnia the Witch~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
224~Starspin the Witch~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
225~Emberta the Witch~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
226~Betsy the Witch~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
227~Crypstig the Witch~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
228~OVERWRITE~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
229~OVERWRITE~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
230~OVERWRITE~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
231~[Seals of the Spirits] Carnak the Scholar~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
232~[Duskshadow Gloves] Anurn~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
233~[Duskshadow Shoes] Resu~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
234~[Duskshadow Cowl] Lubra~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
235~[Duskshadow Leggings] Mori~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
236~[Duskshadow Robe] Cern~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
237~[Seals of the Spirits] Deschan the Sage~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
238~[Darkshadow Gloves] Iser~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
239~[Darkshadow Boots] Nexa~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
240~[Darkshadow Hood] Rotna~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
241~[Duskshadow Breeches] Umbaal~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
242~[Duskshadow Cuirass] Firin~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
243~[Seals of the Spirits] Lod the Mystic~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
244~[Spiritshadow Gauntlets] Fermo~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
245~[Spiritshadow Boots] Tuida~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
246~[Spiritshadow Helm] Salin~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
247~[Spiritshadow Greaves] Alag~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
248~[Spiritshadow Breastplate] Lanash~0~40~Friendly~0~100~0~100~100~1000~100~0.3~~0,100;1,100;2,100;7,Immune~0~1~0~0~100~~0
249~[Female Fashion Trader] Orla the Witch~0~0~Friendly~0~100~0~1~0~2800~1~0~~0,1;1,1;2,1;3,0;4,0;5,0;7,Immune~0~1~0~0~0~~0
250~[Wraith Charm Trader] The Wanderer~0~0~Friendly~0~100~0~1~0~2800~1~0~~0,1;1,1;2,1;3,0;4,0;5,0;7,Immune~0~1~0~0~0~~0
251~Drummond the Quartermaster~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
252~Hamish the Miller~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
253~Baird the Baker~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
254~[Dragon Hands NPC] Brother Darktalon~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
255~[Dragon Feet NPC] Brother Bloodclaw~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
256~[Dragon Helm NPC] Brother Farscale~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
257~[Dragon Legs NPC] Brother Spikewing~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
258~[Dragon Torso NPC] Brother Stormhide~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
259~[Dragon Weapon NPC] Brother Warpflame~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
260~[Dragon Offhand NPC] Archon Drachus~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
261~Overseer Greig~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
262~Cormack the Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
263~Sergeant Fyfe~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
264~Shieldbearer Seara~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
265~Shieldbearer Caolan~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
266~Chieftain Diarmuid~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
267~OVERWRITE~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
268~Mailbox~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~5~0~~0
269~OVERWRITE~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
270~Ellig Strongarm~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
271~Aldwin the Steward~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
272~Treva the Explorer~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
273~Logpile~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~5~0~~0
274~Grain Sack~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~5~0~~0
275~Crate~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~5~0~~0
276~Dusty Box~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~5~0~~0
277~Table~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~5~0~~0
278~Ledger~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~5~0~~0
279~Ledger~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~5~0~~0
280~Ledger~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~5~0~~0
281~Dark Pool~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~5~0~~0
282~Gilvaig the Foreman~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
283~Tyren the Scholar~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
284~Sick Miner 1~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
285~Sick Miner 2~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
286~Sick Miner 3~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
287~[Luxury Item Trader] Lord Ealdwin~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
288~Varthon the Smith~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
289~[Cloud Spirits] Skorvan Skycaller~0~0~Friendly~0~170~0~145~31~2700~0~0.3~~0,30;1,30;2,30;7,Immune~0~1~0~0~0~~0
290~Rudi the Yuleboar~0~40~Friendly~0~1017~0~495~100~2600~0~0.8~2,69~0,100;1,100;2,100;3,100;4,100;5,90;7,Immune~0~1~0~0~2160~0,250;1,250;2,250;3,250;4,250~0
291~Skorvan's Cloud~0~15~Friendly~0~140~0~195~46~2800~0~0.3~5,17~0,40;1,40;2,40;3,40;4,40;5,36;7,Immune~0~5~10~0~0~0,51;1,51;2,51;3,51;4,51~0
292~Yuleboar~0~40~Friendly~0~1017~0~495~100~2600~0~0.8~2,69~0,100;1,100;2,100;3,100;4,100;5,90;7,Immune~0~1~0~0~2160~0,250;1,250;2,250;3,250;4,250~0
293~Cadha the Prospector~0~0~Friendly~0~170~0~145~31~2700~0~0.3~~0,30;1,30;2,30;7,Immune~0~1~0~0~0~~0
294~Ambros the Healer~0~0~Friendly~0~170~0~145~31~2700~100~0.3~~0,30;1,30;2,30;7,Immune~0~1~0~0~0~~0
295~Barron the Miner~0~0~Friendly~0~170~0~145~31~2700~0~0.3~~0,30;1,30;2,30;7,Immune~0~1~0~0~0~~0
296~Leina the Cook~0~0~Friendly~0~170~0~145~31~2700~0~0.3~~0,30;1,30;2,30;7,Immune~0~1~0~0~0~~0
297~Snappy~0~0~Friendly~0~170~0~145~31~2700~0~1.3~~0,30;1,30;2,30;7,Immune~0~1~0~0~0~~0
298~Snappy~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~5~0~~0
299~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
300~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
301~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
302~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
303~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
304~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
305~Worker~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
306~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
307~Afton the Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
308~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
309~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
310~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
311~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
312~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
313~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
314~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
315~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
316~Worker~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
317~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
318~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
319~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
320~Mochan the Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
321~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
322~Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
323~Guard~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
324~Mercenary Quest Giver~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
325~Miner Quest Giver~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
326~Carrowmore Statue 1~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
327~Carrowmore Statue 2~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
328~Carrowmore Statue 3~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
329~Fiacha the Bard~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
330~Odran the Pirate~0~10~Friendly~0~1000~0~1~0~2800~0~0.3~~0,1;1,1;2,1~0~1~0~0~0~~0
331~Payl the Guard~0~10~Friendly~0~1000~0~1~0~2800~0~0.3~~0,1;1,1;2,1~0~1~0~0~0~~0
332~Gowan the Smith~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
333~Clansman Coyle~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
334~Clansman Eochan~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
335~Fianna Clansman~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
336~Fianna Clansman~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
337~Fianna Clansman~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
338~Fianna Clansman~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
339~Fianna Clansman~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
340~Fianna Clansman~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
341~Pit Pony~0~10~Friendly~0~300~0~1~0~2800~0~10~~0,1;1,1;2,1~0~1~0~0~0~~0
342~Jowan Steelhand~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
343~[Beta Vendor]Admin~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
344~[Pirate Fashion]Ervin the Sailor~0~10~Friendly~0~1000~0~1~0~2800~0~0.3~~0,1;1,1;2,1~0~1~0~0~0~~0
345~Jory the Smuggler~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
346~Ryol the Smuggler~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
347~Boone the Smuggler~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
348~Grubbs the Hermit~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
349~Finlow the Smuggler~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
350~Aldington Guard~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
351~[Bone Item Merchant] Arald the Raider~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
352~Elara the Armourer~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
353~[Bone Item Merchant] Innes the Raider~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
354~Dirk the Smuggler~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
355~[Luxury Item Trader] Cabry the Squire~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
356~Fianna Raider~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
357~Fianna Raider~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
358~Fianna Raider~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
359~Fianna Raider~0~0~Friendly~0~100~0~0~0~0~0~0.3~~~0~1~0~0~0~~0
361~[Lockpick Merchant] Aedhan the Locksmith~0~0~Friendly~0~100~0~0~0~0~0~0.3~0,5~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
362~Horse~0~20~Friendly~0~300~0~1~0~2800~0~10~~0,1;1,1;2,1~0~1~0~0~0~~0
363~Lowland Black~0~10~Friendly~0~300~0~1~0~2800~0~10~~0,1;1,1;2,1~0~1~0~0~0~~0
364~Shire Horse~0~10~Friendly~0~300~0~1~0~2800~0~10~~0,1;1,1;2,1~0~1~0~0~0~~0
366~White Saddler~0~10~Friendly~0~300~0~1~0~2800~0~10~~0,1;1,1;2,1~0~1~0~0~0~~0
367~Shetland Pony~0~10~Friendly~0~300~0~1~0~2800~0~10~~0,1;1,1;2,1~0~1~0~0~0~~0
368~Tabitha the Scholar~0~0~Friendly~0~100~0~0~0~0~0~0.3~0,5~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
369~Aedan~0~0~Friendly~0~100~0~0~0~0~0~0.3~0,5~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
370~Statue of Morrigan~0~0~Friendly~0~100~0~0~0~0~0~0.3~0,5~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
371~Corran the Miner~0~0~Friendly~0~100~0~0~0~0~0~0.3~~7,Immune~0~1~0~0~0~~0
372~[Dragonstaff Merchant] Samrad the Wizard~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
373~[Sunlit Fashion Merchant] Edana the Tailor~0~0~Friendly~0~5~0~1~1~1~2~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
374~[Sunlit Fashion Merchant] Conway the Tailor~0~30~Friendly~0~67~0 - 3~85~13~2800~0~0.3~~0,18;1,18;2,18~0~1~0~0~260~~0
375~Creggar the Druid~0~30~Friendly~0~67~0 - 3~85~13~2800~0~0.3~~0,18;1,18;2,18~0~1~0~0~260~~0
376~Summer Bonfire~0~30~Friendly~0~67~0 - 3~85~13~2800~0~0.3~~0,18;1,18;2,18~0~1~0~0~260~~0
377~[Wig Merchant] Roy the Wig Seller~0~30~Friendly~0~67~0 - 3~85~13~2800~0~0.3~~0,18;1,18;2,18~0~1~0~0~260~~0
378~Talwen the Weaver~0~30~Friendly~0~67~0 - 3~85~13~2800~0~0.3~~0,18;1,18;2,18~0~1~0~0~260~~0
379~Hamish the Hatter~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
380~Bounty Board DNU~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
381~Peyton the Paymaster~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
382~[Treasure Hunter Trainer] Branwal the Bard~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
383~Dancing Citizen~0~0~Friendly~0~5~0~1~1~1~2~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
384~Keeley the Bard~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
385~MacLir Swordsman~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
386~MacLir Bowman~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
387~MacLir Maceman~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
388~MacLir Guard~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
389~Slurgrim the Acolyte~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
390~Olrom the Apprentice~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
391~[Stag Masks] The Huntsman~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
392~Token Trader~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
393~Bounty Board~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~14~0~~0
394~CT [Item Trader] Aislin the Merchant~0~0~Friendly~0~5~0~1~1~1~2~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
395~CT Broon the Mage~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
396~CT [Item Trader] Roarke the Blacksmith~0~0~Friendly~0~5~0~1~1~1~2~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
397~Grace Drummond~0~30~Friendly~0~67~0 - 3~85~13~2800~0~0.3~~0,18;1,18;2,18~0~0~0~0~260~~0
398~[Luxury Item Trader] Riona MacDougall~0~0~Friendly~0~64~0 - 2~1~0~2730~32~0.3~~~0~1~0~0~0~~0
399~[Luxury Item Trader] Fraser MacTavish~0~0~Friendly~0~64~0 - 2~1~0~2730~32~0.3~~~0~1~0~0~0~~0
400~[Luxury Item Trader] Seonaid Ashcroft~0~0~Friendly~0~64~0 - 2~1~0~2730~32~0.3~~~0~1~0~0~0~~0
401~[Culinarian's Guild] Gideon Ramsford~0~0~Friendly~0~100~0~0~0~0~100~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
801~Eryn the Lighthouse Keeper~0~30~Friendly~0~67~0 - 3~85~13~2800~0~0.3~~0,18;1,18;2,18~0~1~0~0~260~~0
802~Captain Ross~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
803~Sergeant Arnhuin~0~30~Friendly~0~67~0 - 3~85~13~2800~100000~0.3~~0,18;1,18;2,18~0~1~0~0~260~~0
804~Brennan the Mighty~0~30~Friendly~0~67~0 - 3~85~13~2800~0~0.3~~0,18;1,18;2,18~0~1~0~0~260~~0
805~[Yule Trader] Braith the Explorer~0~30~Friendly~0~67~0 - 3~85~13~2800~0~0.3~~0,18;1,18;2,18~0~1~0~0~260~~0
